Job_Category,Experience_Level,Job_Completed,Earnings_USD,Hourly_Rate,project complexity
1,1.0,51,3204,16.76,1.0
6,2.0,140,4891,46.87,3.0
7,0.0,28,1524,22.11,3.0
1,0.0,77,687,9.12,1.0
7,0.0,35,2475,21.31,3.0
7,2.0,136,9748,74.06,4.0
0,2.0,143,12253,129.64,5.0
0,0.0,42,3534,52.74,5.0
7,0.0,40,1448,58.6,2.0
2,1.0,107,1390,20.55,2.0
0,1.0,78,7236,41.08,5.0
1,1.0,56,1485,16.83,1.0
2,2.0,108,1442,38.66,1.0
3,2.0,139,4589,24.89,3.0
7,2.0,142,6715,47.91,2.0
5,2.0,213,3953,112.34,3.0
0,1.0,147,4622,54.54,3.0
4,1.0,171,4432,63.58,1.0
4,0.0,8,1066,37.29,3.0
2,0.0,57,100,14.1,2.0
6,0.0,16,977,28.51,1.0
1,2.0,125,6524,64.86,1.0
3,1.0,99,1533,11.82,2.0
0,1.0,112,6122,55.89,3.0
3,0.0,40,918,5.2,2.0
4,0.0,9,1687,41.89,1.0
3,1.0,88,1197,18.67,3.0
7,1.0,118,6719,82.62,4.0
4,1.0,103,2762,54.23,1.0
3,0.0,10,1029,8.5,1.0
6,0.0,70,3102,11.09,3.0
4,1.0,148,3048,61.78,1.0
2,0.0,18,636,14.49,3.0
4,1.0,92,3303,39.41,3.0
4,1.0,102,3486,55.02,1.0
7,0.0,52,2302,41.99,4.0
1,1.0,74,2582,13.23,1.0
0,0.0,51,1862,56.8,3.0
7,1.0,57,2780,83.6,5.0
5,2.0,243,6633,35.55,2.0
7,0.0,28,3582,62.82,5.0
4,1.0,77,2338,64.71,1.0
2,2.0,215,4098,38.44,1.0
3,2.0,228,4136,19.78,1.0
7,2.0,198,11566,58.96,2.0
2,1.0,167,1441,19.3,3.0
4,2.0,150,4206,36.42,2.0
4,0.0,6,1083,16.21,2.0
0,1.0,107,4658,88.73,3.0
4,0.0,8,1937,30.87,2.0
4,1.0,166,6594,58.16,3.0
2,0.0,8,356,17.76,2.0
1,0.0,71,1705,34.4,2.0
7,2.0,278,8373,108.86,3.0
4,2.0,133,5697,32.0,2.0
7,0.0,26,2650,25.72,3.0
5,0.0,50,1829,33.5,3.0
2,2.0,253,4475,19.56,1.0
0,1.0,86,7663,82.79,2.0
5,1.0,149,4889,63.25,3.0
1,1.0,136,2808,24.78,3.0
0,2.0,235,14774,141.52,3.0
7,0.0,31,596,33.61,3.0
0,1.0,150,3348,73.56,5.0
0,1.0,106,4777,71.25,4.0
2,1.0,158,2993,9.71,1.0
6,2.0,275,5656,63.92,3.0
0,0.0,22,4018,52.74,3.0
2,2.0,229,5112,40.35,1.0
1,2.0,277,8317,29.52,2.0
5,0.0,27,2174,37.23,1.0
5,0.0,74,1052,48.57,2.0
0,0.0,42,4423,28.14,4.0
4,0.0,41,2178,27.34,1.0
6,2.0,250,4660,49.82,3.0
5,2.0,192,4235,104.66,2.0
5,2.0,226,8517,66.05,3.0
4,1.0,112,3027,30.77,2.0
6,2.0,174,5319,64.11,3.0
7,1.0,154,6391,33.78,2.0
0,0.0,76,4943,39.09,2.0
5,2.0,253,6044,72.22,1.0
0,2.0,194,8586,83.97,4.0
5,2.0,235,9921,35.47,3.0
3,0.0,21,457,13.5,2.0
7,1.0,73,6463,77.43,3.0
2,2.0,132,3403,13.39,3.0
2,1.0,68,948,13.89,3.0
6,2.0,123,4580,78.7,3.0
7,1.0,121,5434,73.95,3.0
2,1.0,161,2995,29.4,2.0
3,0.0,17,1170,13.94,1.0
5,2.0,162,6248,99.3,2.0
0,1.0,87,5239,63.22,3.0
7,2.0,158,4914,48.09,3.0
1,2.0,177,3617,74.32,3.0
2,2.0,286,4593,16.52,1.0
0,2.0,113,12110,80.23,5.0
3,2.0,170,2834,26.87,1.0
2,0.0,13,668,15.99,3.0
6,2.0,164,2191,61.23,3.0
0,0.0,72,4630,67.86,4.0
5,2.0,239,4185,54.99,1.0
1,2.0,259,6440,56.74,2.0
6,1.0,58,4969,22.56,2.0
2,2.0,205,2551,32.81,3.0
4,1.0,107,2446,67.82,3.0
2,2.0,103,3095,30.69,3.0
4,0.0,39,2017,33.31,1.0
1,1.0,79,1073,48.31,2.0
5,2.0,295,5568,107.33,1.0
4,0.0,50,2783,20.52,3.0
3,2.0,279,2946,13.78,2.0
2,2.0,253,3920,32.34,1.0
3,0.0,19,251,7.76,3.0
3,2.0,201,4259,28.51,3.0
6,0.0,53,1488,21.52,2.0
2,0.0,78,1318,5.84,2.0
4,2.0,116,8836,32.71,3.0
0,1.0,134,4175,57.81,5.0
4,2.0,146,5594,81.26,2.0
2,0.0,33,823,12.9,1.0
0,0.0,41,2511,67.16,3.0
2,2.0,111,3915,12.49,1.0
0,0.0,11,3152,34.19,5.0
3,1.0,81,1898,15.35,2.0
2,2.0,199,5170,25.37,3.0
2,2.0,291,5393,38.91,1.0
6,1.0,90,3563,18.21,1.0
2,1.0,139,2326,28.01,1.0
2,1.0,175,3570,10.25,1.0
3,1.0,91,577,15.47,3.0
7,2.0,138,12701,114.53,5.0
3,2.0,229,4262,23.48,3.0
4,0.0,53,2868,15.3,2.0
1,0.0,47,1376,22.46,3.0
0,0.0,65,2286,39.65,3.0
3,0.0,13,478,10.09,2.0
4,2.0,192,8737,80.34,1.0
2,0.0,6,665,14.59,3.0
1,1.0,53,2607,16.03,2.0
6,1.0,176,3742,32.41,3.0
1,1.0,60,2405,10.82,1.0
2,2.0,170,1726,42.64,3.0
7,1.0,104,3929,42.99,5.0
4,1.0,65,4688,35.08,1.0
0,0.0,52,3017,54.74,4.0
1,2.0,126,5296,16.3,3.0
1,2.0,192,7000,63.6,3.0
4,1.0,57,3094,67.69,3.0
5,1.0,78,2721,20.59,3.0
5,0.0,72,768,44.37,3.0
5,1.0,70,3907,55.86,2.0
5,0.0,41,2836,43.9,2.0
2,2.0,246,5327,25.67,2.0
4,0.0,72,2302,18.37,1.0
0,0.0,8,4629,42.43,3.0
7,0.0,20,1206,31.43,4.0
3,2.0,160,3134,13.84,2.0
0,1.0,74,6681,71.72,5.0
7,2.0,138,10339,54.86,2.0
5,0.0,21,1715,46.27,1.0
1,1.0,178,2262,44.28,1.0
2,0.0,77,845,7.48,2.0
3,2.0,122,2421,16.73,1.0
6,1.0,126,3256,55.36,1.0
6,1.0,89,3190,19.69,1.0
6,0.0,77,2144,11.07,1.0
4,1.0,137,5399,33.65,2.0
3,2.0,198,1257,23.83,3.0
3,0.0,65,1304,10.81,3.0
5,2.0,268,3259,79.53,2.0
7,1.0,164,3533,67.02,5.0
1,2.0,149,6021,44.33,1.0
6,2.0,124,7927,46.49,3.0
7,0.0,28,3399,26.82,2.0
3,2.0,244,5582,29.55,2.0
2,2.0,268,4780,25.9,1.0
1,1.0,138,3154,40.35,3.0
3,2.0,253,2128,11.52,1.0
4,0.0,40,1537,34.87,2.0
4,2.0,231,11127,86.27,3.0
2,0.0,51,964,15.9,3.0
4,1.0,73,4512,28.4,3.0
2,0.0,65,1928,13.57,1.0
7,0.0,49,2794,39.98,3.0
3,0.0,24,895,9.22,1.0
7,1.0,148,7124,58.35,5.0
4,0.0,66,2694,45.57,3.0
7,2.0,181,9048,61.2,5.0
5,0.0,11,2199,33.41,3.0
3,1.0,154,2386,12.85,2.0
5,2.0,100,8556,73.6,3.0
1,0.0,10,343,26.66,2.0
7,1.0,130,4629,43.2,3.0
4,1.0,113,3683,37.68,3.0
7,0.0,70,3424,33.64,5.0
2,1.0,121,1143,14.67,1.0
3,1.0,152,1551,12.82,2.0
2,2.0,152,1606,34.51,1.0
5,2.0,192,6677,108.84,2.0
1,0.0,64,1475,9.85,1.0
4,0.0,35,2109,42.62,1.0
4,0.0,53,2857,41.85,1.0
1,0.0,77,938,13.34,1.0
4,0.0,10,2418,35.71,1.0
6,1.0,63,3846,46.47,3.0
7,0.0,30,3094,26.33,3.0
2,2.0,113,3227,31.93,1.0
4,2.0,102,7714,92.89,3.0
3,0.0,70,833,13.4,2.0
2,0.0,46,1410,13.18,2.0
1,1.0,151,2150,25.0,3.0
0,2.0,275,16232,66.41,5.0
0,2.0,285,8580,132.14,5.0
7,0.0,21,2748,36.39,3.0
5,0.0,75,3059,50.2,1.0
0,1.0,59,4527,75.49,5.0
6,1.0,73,3315,44.39,1.0
0,1.0,93,7167,88.9,2.0
2,2.0,209,4612,25.76,1.0
4,0.0,43,1867,48.0,3.0
3,0.0,34,562,11.09,3.0
0,1.0,177,9674,87.29,5.0
1,1.0,174,1427,17.4,3.0
6,2.0,123,5487,78.92,2.0
6,0.0,27,1628,38.22,2.0
6,2.0,199,9623,36.26,2.0
6,2.0,195,2663,46.67,3.0
1,1.0,118,2738,43.97,3.0
2,0.0,49,1978,11.2,1.0
3,2.0,157,4784,26.76,2.0
5,0.0,23,2501,26.52,1.0
3,1.0,116,867,14.55,2.0
5,0.0,37,2049,33.3,3.0
6,2.0,287,2553,32.03,2.0
7,0.0,75,2937,39.4,3.0
7,2.0,185,7967,128.74,3.0
3,1.0,102,2743,5.53,1.0
7,0.0,51,1274,29.76,5.0
0,0.0,76,4456,66.46,3.0
2,2.0,124,1473,21.32,3.0
6,0.0,42,1417,40.24,3.0
4,0.0,74,1045,35.11,1.0
1,0.0,39,1172,28.62,3.0
1,0.0,9,1574,7.61,2.0
3,0.0,29,908,8.57,3.0
4,2.0,127,9632,83.5,2.0
3,0.0,13,1235,5.42,1.0
4,1.0,115,2584,55.74,3.0
5,1.0,137,4336,74.78,2.0
7,0.0,32,2945,48.57,3.0
2,1.0,85,721,27.48,2.0
2,2.0,187,4162,34.93,1.0
3,0.0,46,482,10.63,2.0
5,1.0,75,3766,53.54,3.0
5,1.0,178,6454,41.85,2.0
4,0.0,15,2406,20.2,2.0
3,2.0,104,4340,29.4,1.0
4,1.0,140,3441,68.51,3.0
4,1.0,76,6127,39.82,3.0
4,1.0,109,1585,30.92,1.0
3,0.0,18,768,11.76,2.0
5,1.0,174,2284,21.52,1.0
1,0.0,77,2074,24.75,2.0
4,2.0,113,7898,98.83,1.0
5,0.0,66,1965,19.04,1.0
2,0.0,63,1609,9.99,2.0
3,0.0,19,549,8.21,3.0
5,1.0,174,6011,52.66,2.0
6,2.0,209,4915,41.86,2.0
7,0.0,58,1040,43.67,4.0
4,0.0,25,1077,32.06,1.0
5,2.0,281,5341,85.1,1.0
0,1.0,174,9946,83.49,3.0
4,0.0,57,2588,41.14,1.0
3,0.0,46,376,7.81,2.0
4,0.0,31,1230,44.85,2.0
4,0.0,15,1032,43.76,2.0
5,1.0,108,1977,63.31,1.0
0,0.0,67,3602,66.89,2.0
6,2.0,277,9901,27.36,2.0
5,1.0,134,2583,66.52,3.0
2,0.0,6,702,17.07,2.0
7,2.0,151,8057,108.76,3.0
2,2.0,184,3851,18.68,3.0
6,1.0,59,1966,50.95,2.0
7,0.0,19,2868,43.94,4.0
3,0.0,15,576,8.27,3.0
6,1.0,96,2107,25.1,2.0
7,1.0,109,6301,77.49,3.0
1,0.0,8,253,26.9,2.0
2,0.0,43,696,11.66,1.0
5,0.0,39,3087,20.46,1.0
3,0.0,78,815,8.71,1.0
7,1.0,98,5452,43.5,3.0
0,2.0,116,8149,141.29,4.0
4,0.0,49,2166,48.8,2.0
7,1.0,98,4974,47.84,5.0
2,1.0,86,2946,29.28,1.0
0,2.0,144,13293,74.02,5.0
5,0.0,56,1436,37.19,2.0
1,0.0,20,1976,13.74,2.0
0,2.0,171,6094,61.8,5.0
0,2.0,240,7060,98.34,3.0
2,0.0,5,418,15.69,3.0
7,2.0,283,16053,82.64,3.0
1,0.0,55,1079,22.92,2.0
2,2.0,156,1675,14.13,1.0
2,2.0,150,1370,44.07,2.0
2,1.0,129,3038,17.22,2.0
2,0.0,9,1727,10.87,2.0
2,1.0,152,2740,27.63,1.0
6,1.0,111,3342,21.0,2.0
1,0.0,60,455,12.1,3.0
6,0.0,19,449,18.35,3.0
6,0.0,71,1481,38.97,2.0
1,0.0,16,1372,8.49,2.0
6,0.0,79,1357,38.54,3.0
1,0.0,64,1354,13.67,2.0
4,2.0,159,9086,102.56,2.0
2,2.0,284,3242,21.81,3.0
1,2.0,195,3535,49.45,3.0
7,0.0,49,3509,52.61,3.0
3,1.0,133,1533,12.58,3.0
0,2.0,196,7985,73.05,5.0
4,0.0,67,1595,45.19,2.0
2,1.0,157,1017,9.07,3.0
4,2.0,204,3220,47.36,3.0
1,1.0,115,2764,19.32,2.0
7,2.0,205,15582,111.37,3.0
3,2.0,284,3678,29.43,1.0
1,2.0,193,3720,34.1,2.0
3,0.0,39,386,12.9,1.0
5,0.0,60,3344,28.42,2.0
0,2.0,216,7704,66.04,2.0
1,1.0,81,2244,23.61,1.0
4,1.0,65,3887,61.22,2.0
4,2.0,166,10439,45.54,2.0
4,0.0,72,1433,25.64,1.0
0,0.0,6,1085,29.58,2.0
3,2.0,230,2058,29.54,2.0
5,2.0,209,5046,36.59,1.0
2,1.0,128,3763,18.31,3.0
1,2.0,174,3744,49.04,1.0
4,0.0,14,1941,33.48,2.0
0,1.0,80,2972,40.21,5.0
6,2.0,189,6776,36.25,1.0
3,0.0,19,1034,8.96,1.0
6,1.0,118,3384,55.84,3.0
3,0.0,15,913,5.71,2.0
4,1.0,176,3635,64.03,1.0
2,0.0,6,795,6.22,3.0
1,1.0,148,2477,42.54,2.0
5,0.0,79,1484,36.64,3.0
0,0.0,74,2749,45.63,2.0
2,0.0,72,395,5.99,1.0
0,1.0,84,3124,56.94,3.0
3,0.0,47,702,4.17,2.0
3,2.0,217,5433,15.14,3.0
0,0.0,45,2588,33.54,5.0
4,2.0,177,7564,64.51,2.0
1,2.0,292,3687,59.85,3.0
6,2.0,182,6893,36.73,2.0
5,0.0,41,1235,52.09,2.0
1,1.0,176,2027,13.62,3.0
4,0.0,30,1895,40.65,1.0
6,0.0,49,1787,11.73,2.0
7,1.0,145,4765,31.89,4.0
5,1.0,100,5506,66.45,3.0
6,2.0,123,6288,59.81,2.0
6,0.0,34,1260,31.57,1.0
6,1.0,100,1996,57.82,2.0
2,1.0,138,1731,28.42,2.0
3,2.0,100,2568,20.17,3.0
1,2.0,279,2598,43.82,3.0
5,0.0,32,1743,37.39,3.0
1,1.0,65,578,35.42,3.0
6,0.0,49,1541,28.91,2.0
3,1.0,164,865,6.39,1.0
7,1.0,139,7936,48.58,2.0
4,1.0,68,4224,33.63,2.0
3,2.0,254,1410,12.26,1.0
3,1.0,177,939,11.03,2.0
4,0.0,19,2533,48.17,1.0
5,0.0,59,984,16.02,3.0
7,0.0,5,1793,46.83,2.0
2,2.0,279,2074,41.82,3.0
0,1.0,164,7542,84.11,4.0
4,1.0,127,5452,21.71,3.0
1,2.0,256,8497,71.82,2.0
5,1.0,56,4612,70.53,1.0
6,1.0,172,3996,58.56,3.0
4,2.0,184,8712,100.0,1.0
0,0.0,33,1699,30.64,3.0
1,2.0,147,4907,65.36,3.0
3,2.0,290,4534,17.7,3.0
6,2.0,262,3201,82.37,2.0
6,1.0,150,4534,21.54,1.0
5,0.0,65,1148,38.06,1.0
2,2.0,176,1759,35.14,1.0
3,2.0,205,3186,18.4,3.0
7,2.0,248,6327,121.61,5.0
4,0.0,46,1930,47.48,3.0
4,1.0,167,4970,47.95,1.0
1,2.0,120,6365,43.65,3.0
0,1.0,170,5768,98.61,3.0
4,2.0,232,5283,45.05,1.0
3,1.0,61,1695,15.3,2.0
4,0.0,58,2008,34.88,1.0
7,0.0,46,3563,40.03,3.0
0,1.0,60,5320,61.09,5.0
4,2.0,214,7768,50.47,1.0
7,1.0,177,5390,60.46,2.0
0,2.0,226,10131,77.13,3.0
0,1.0,84,7790,45.3,5.0
1,1.0,119,2090,23.96,2.0
6,2.0,123,6367,70.61,3.0
6,0.0,48,2208,24.53,2.0
0,2.0,283,12176,122.42,3.0
2,1.0,135,725,8.42,3.0
4,0.0,30,1280,39.37,3.0
2,2.0,136,2935,18.87,2.0
7,2.0,152,7831,116.54,3.0
1,1.0,178,2723,44.35,2.0
4,0.0,68,2543,23.06,1.0
5,1.0,128,1518,35.43,1.0
7,2.0,136,11359,81.89,3.0
6,0.0,78,563,35.37,1.0
2,0.0,31,996,17.68,3.0
7,0.0,51,2439,25.26,4.0
6,0.0,26,668,37.46,3.0
5,0.0,51,1819,22.44,1.0
3,2.0,282,5498,15.5,3.0
7,2.0,157,9593,130.17,3.0
3,1.0,138,1346,5.79,2.0
0,0.0,35,3863,49.94,4.0
6,2.0,140,5523,86.71,3.0
6,0.0,70,880,11.15,3.0
7,2.0,171,11941,105.86,3.0
2,1.0,74,1029,24.56,1.0
2,1.0,160,2219,16.5,2.0
7,2.0,108,9006,71.01,3.0
7,2.0,103,4943,105.74,4.0
6,0.0,54,1071,25.92,3.0
2,1.0,78,1365,17.96,3.0
1,0.0,79,928,25.76,3.0
0,0.0,41,2556,54.18,5.0
7,0.0,26,2899,54.4,3.0
7,0.0,6,1743,31.81,3.0
6,1.0,177,4872,59.03,1.0
4,2.0,155,5417,46.48,2.0
2,1.0,60,2338,20.68,2.0
4,0.0,62,3331,16.91,2.0
3,0.0,79,524,6.23,3.0
6,0.0,49,897,26.77,1.0
1,0.0,20,1985,13.44,1.0
6,1.0,153,1969,44.71,1.0
2,1.0,179,1936,13.63,2.0
2,1.0,91,1027,15.93,3.0
0,0.0,24,3079,59.44,2.0
4,0.0,46,2571,44.03,3.0
5,0.0,8,2714,37.07,3.0
4,2.0,142,7480,42.95,1.0
4,0.0,22,2218,28.8,2.0
5,1.0,115,2560,64.24,1.0
1,1.0,138,2083,47.39,3.0
7,0.0,56,2140,49.13,5.0
1,0.0,22,847,26.65,2.0
1,1.0,79,2844,12.46,3.0
4,0.0,13,1365,44.6,2.0
3,0.0,31,430,6.9,2.0
1,1.0,112,3337,35.67,2.0
0,0.0,24,1493,69.15,4.0
6,0.0,31,100,38.33,2.0
2,1.0,138,2850,24.0,1.0
6,2.0,184,5374,62.89,3.0
6,1.0,149,1067,16.3,1.0
0,2.0,260,7896,106.15,5.0
1,2.0,247,7438,66.17,3.0
6,1.0,57,2941,29.56,1.0
6,2.0,139,5914,23.87,1.0
7,2.0,214,12918,134.9,3.0
4,2.0,142,3401,104.47,1.0
5,1.0,112,2339,30.81,2.0
4,0.0,72,3267,26.2,1.0
3,0.0,64,196,5.75,3.0
5,1.0,68,2539,37.01,1.0
4,1.0,65,4513,64.87,2.0
7,1.0,102,5199,30.98,5.0
5,1.0,167,4010,60.34,1.0
6,1.0,120,4529,46.3,1.0
3,2.0,207,5315,28.29,1.0
5,0.0,31,2522,40.03,2.0
1,1.0,110,3822,31.28,3.0
1,0.0,14,1924,29.98,2.0
5,0.0,31,3040,29.18,2.0
6,0.0,38,1434,34.74,1.0
4,0.0,43,1142,24.27,1.0
7,0.0,73,3263,45.91,4.0
7,1.0,129,2559,49.5,4.0
7,0.0,23,2956,43.64,3.0
7,2.0,279,9164,97.72,3.0
2,0.0,37,543,16.07,2.0
4,1.0,105,2907,34.81,3.0
5,1.0,91,3264,61.52,1.0
4,2.0,115,9720,34.73,1.0
4,0.0,14,1148,17.17,2.0
6,0.0,68,1299,27.39,2.0
4,0.0,78,2286,38.68,3.0
7,2.0,215,15651,124.85,4.0
5,0.0,30,1051,35.86,3.0
1,1.0,72,1517,29.24,1.0
6,2.0,226,7962,43.75,2.0
1,2.0,277,4124,27.68,1.0
7,0.0,19,1446,46.13,2.0
6,2.0,130,5470,81.41,1.0
4,1.0,66,1824,28.34,1.0
1,1.0,164,1842,24.01,2.0
6,1.0,167,4336,48.43,1.0
3,0.0,35,115,11.01,3.0
3,2.0,105,2092,12.89,3.0
0,1.0,127,6725,57.82,4.0
5,1.0,96,4494,20.6,2.0
5,1.0,129,4709,64.96,1.0
6,2.0,203,6801,60.4,3.0
2,2.0,217,3640,38.1,2.0
0,1.0,59,3769,56.83,5.0
6,0.0,74,2307,20.23,1.0
0,2.0,159,13798,90.96,3.0
1,1.0,92,4228,43.23,2.0
6,0.0,66,2319,29.39,3.0
7,0.0,40,2902,54.66,5.0
6,2.0,248,8289,48.52,2.0
5,1.0,112,1530,47.81,2.0
5,1.0,119,2979,66.3,1.0
5,2.0,214,8269,66.56,2.0
1,0.0,6,680,18.11,1.0
6,2.0,203,1988,88.22,1.0
7,2.0,204,13834,126.72,2.0
5,1.0,78,3433,43.87,2.0
2,0.0,38,513,10.98,1.0
0,2.0,151,6121,120.07,3.0
7,0.0,44,2083,22.96,4.0
5,2.0,121,5675,89.89,1.0
0,0.0,63,2568,55.53,4.0
1,1.0,146,2802,36.25,1.0
5,0.0,73,1481,39.16,2.0
7,0.0,13,2008,38.75,3.0
7,1.0,156,8203,44.96,3.0
3,2.0,293,4788,14.17,2.0
7,2.0,115,11409,45.85,3.0
0,1.0,87,3866,71.86,3.0
0,1.0,145,3125,45.67,3.0
7,2.0,171,14696,115.83,3.0
0,0.0,21,2204,39.57,2.0
2,0.0,76,1517,14.85,3.0
2,0.0,22,307,20.33,3.0
2,1.0,55,1851,26.68,3.0
1,0.0,69,1564,24.26,3.0
3,1.0,71,1976,8.6,1.0
4,0.0,35,1912,23.79,3.0
5,2.0,246,9854,66.5,3.0
4,1.0,127,1660,23.72,3.0
4,2.0,282,5943,36.88,1.0
7,0.0,42,3642,24.1,3.0
0,0.0,72,2724,33.82,3.0
2,0.0,13,816,17.63,3.0
6,0.0,70,2092,15.31,2.0
0,2.0,178,15617,64.47,3.0
7,0.0,37,1922,62.36,5.0
7,0.0,44,2248,35.9,3.0
3,1.0,63,1612,15.82,3.0
3,0.0,70,710,10.49,2.0
4,1.0,78,2940,63.34,3.0
2,1.0,65,3022,15.43,2.0
7,1.0,111,3966,78.91,4.0
2,0.0,38,845,17.96,1.0
2,0.0,8,1030,15.8,3.0
4,0.0,59,476,21.35,3.0
4,1.0,130,4739,49.01,1.0
6,2.0,168,6755,57.81,1.0
1,2.0,111,6704,35.32,2.0
3,0.0,29,1269,6.53,3.0
4,2.0,281,7200,37.04,1.0
7,0.0,77,2032,54.48,5.0
1,0.0,75,856,31.71,2.0
2,2.0,195,5259,22.01,1.0
6,2.0,116,1675,37.43,2.0
3,0.0,13,379,11.59,2.0
5,1.0,81,3677,66.9,2.0
0,2.0,109,11379,117.36,4.0
6,0.0,29,2186,34.67,1.0
6,0.0,10,824,21.37,1.0
7,1.0,167,3173,87.44,3.0
6,0.0,49,644,41.13,2.0
5,2.0,253,11057,43.71,1.0
3,0.0,52,678,11.69,2.0
3,1.0,89,658,13.88,1.0
1,2.0,189,6090,15.68,1.0
3,0.0,49,920,12.28,2.0
0,1.0,88,3886,88.23,4.0
4,1.0,118,5190,44.81,3.0
6,0.0,36,2137,11.51,1.0
7,2.0,145,10450,55.72,3.0
0,1.0,171,8521,40.8,5.0
7,1.0,122,2636,81.88,4.0
6,2.0,253,4459,39.24,1.0
3,1.0,72,2579,8.04,1.0
3,0.0,47,250,8.63,1.0
2,2.0,272,1634,32.98,2.0
3,1.0,59,1626,6.02,1.0
6,0.0,79,1383,22.59,3.0
3,1.0,55,1517,16.44,2.0
6,1.0,52,1643,56.5,2.0
7,0.0,70,3129,21.79,5.0
2,1.0,61,1722,13.37,1.0
7,0.0,7,1507,42.88,3.0
5,0.0,30,1003,38.43,1.0
3,0.0,78,1248,6.67,1.0
0,1.0,89,8006,95.58,2.0
1,2.0,210,5206,20.65,1.0
0,2.0,194,15377,119.89,2.0
3,1.0,167,1768,14.66,2.0
6,2.0,226,2615,50.29,2.0
1,0.0,70,1724,9.69,2.0
2,1.0,178,2294,23.32,2.0
5,1.0,146,4335,70.66,3.0
4,2.0,117,6997,69.53,1.0
1,1.0,106,1752,34.89,1.0
2,0.0,44,992,6.63,2.0
5,1.0,117,5067,58.54,3.0
5,1.0,57,4063,37.06,3.0
0,2.0,269,15986,140.77,4.0
0,0.0,53,1338,41.38,3.0
1,2.0,181,2574,41.35,1.0
3,2.0,130,3715,11.04,2.0
7,1.0,116,6021,47.24,4.0
5,0.0,78,1175,38.45,3.0
7,0.0,5,2491,50.66,3.0
2,1.0,81,3091,11.27,2.0
1,1.0,172,1756,42.7,1.0
6,1.0,78,1404,50.02,3.0
7,0.0,26,3654,22.26,5.0
2,2.0,210,1598,38.85,2.0
6,1.0,92,1964,30.55,2.0
6,0.0,33,2493,29.1,2.0
5,0.0,63,1992,35.57,2.0
3,1.0,115,1263,6.31,1.0
5,0.0,22,2255,45.22,1.0
4,0.0,39,2255,44.66,3.0
5,0.0,51,1415,14.93,3.0
7,1.0,139,3006,72.59,3.0
3,2.0,232,5371,26.1,3.0
3,0.0,12,633,10.36,2.0
6,2.0,187,3394,65.45,3.0
3,1.0,88,1360,6.56,2.0
0,2.0,107,8279,77.29,3.0
1,2.0,141,5243,45.33,3.0
1,1.0,122,2622,25.14,1.0
7,0.0,33,2144,26.19,3.0
4,2.0,163,8772,67.95,2.0
6,2.0,239,7887,78.34,2.0
1,0.0,53,594,30.12,2.0
4,0.0,36,1704,23.9,2.0
2,0.0,42,193,11.23,3.0
3,0.0,66,911,12.38,2.0
4,1.0,122,1564,39.47,1.0
1,2.0,106,4136,26.62,1.0
3,2.0,143,5426,19.22,3.0
4,1.0,59,2223,55.6,3.0
2,0.0,76,396,6.97,1.0
5,2.0,227,6456,38.48,2.0
7,0.0,77,1650,27.33,4.0
6,0.0,52,546,10.71,3.0
7,0.0,66,3131,34.52,3.0
3,0.0,21,397,11.15,3.0
6,2.0,120,3602,34.24,1.0
3,2.0,242,6634,22.82,3.0
4,0.0,29,2129,40.4,2.0
7,2.0,114,11088,55.23,3.0
1,0.0,71,958,18.61,3.0
0,1.0,165,4214,44.45,3.0
2,2.0,201,2591,31.53,1.0
1,0.0,62,812,32.76,1.0
5,1.0,54,3210,25.19,2.0
1,1.0,162,3120,48.3,1.0
4,1.0,179,5590,51.46,1.0
6,0.0,27,1529,23.42,2.0
2,1.0,156,1845,29.74,3.0
2,1.0,138,3516,20.01,1.0
4,2.0,114,8748,75.71,2.0
3,2.0,197,3756,14.98,3.0
2,1.0,101,913,22.77,2.0
4,1.0,112,2968,65.72,1.0
5,1.0,143,5073,38.7,1.0
3,1.0,75,2066,10.29,2.0
0,0.0,8,2322,42.56,5.0
0,0.0,23,1253,53.47,4.0
1,2.0,275,7092,19.07,3.0
6,0.0,14,1050,14.61,3.0
3,1.0,178,2367,5.94,1.0
3,0.0,31,720,5.02,3.0
0,2.0,138,6770,96.25,3.0
0,2.0,282,13194,64.39,5.0
0,2.0,235,12420,111.66,4.0
5,0.0,13,2309,29.91,1.0
4,1.0,161,6942,36.5,3.0
7,2.0,233,5394,53.4,3.0
5,1.0,59,1805,42.95,1.0
2,1.0,153,2808,19.41,1.0
2,0.0,28,949,17.08,1.0
3,2.0,253,3652,7.82,2.0
7,1.0,162,4735,73.79,5.0
4,1.0,63,1939,48.86,2.0
1,0.0,74,1899,10.52,2.0
4,1.0,93,5386,47.71,3.0
5,0.0,29,2422,35.48,1.0
0,0.0,75,4586,48.35,5.0
6,2.0,261,5208,60.15,2.0
0,1.0,111,4564,85.07,5.0
3,1.0,128,1242,5.96,2.0
1,0.0,12,966,27.69,3.0
0,0.0,48,3753,58.04,4.0
0,0.0,77,4449,29.9,2.0
0,1.0,166,5398,89.51,3.0
3,1.0,152,991,10.41,3.0
7,2.0,107,11555,71.25,3.0
6,0.0,31,1384,22.84,1.0
1,2.0,222,6952,40.57,1.0
0,0.0,33,3430,33.44,3.0
0,0.0,52,2020,66.3,4.0
3,1.0,72,2322,8.06,3.0
0,0.0,27,3456,29.37,5.0
5,0.0,44,3123,21.5,2.0
1,2.0,117,4753,58.16,3.0
6,0.0,37,1837,27.73,3.0
2,0.0,5,670,5.98,1.0
1,2.0,150,2184,60.84,3.0
